,Unnamed: 0.1,Unnamed: 0,image_id,generator,number,female,male,age_group_a,age_group_b,age_group_c,json_response
628,628,628,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-98.jpg,prompthero,3,2,1,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9293441772461, 'left': 191, 'top': 51, 'width': 38, 'height': 50, 'gender': {'gender': 'Male', 'confidence': 59.888816833496094}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.45923614501953, 'left': 308, 'top': 56, 'width': 39, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 97.62773132324219}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.96757507324219, 'left': 241, 'top': 220, 'width': 31, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.4342041015625}, 'age': {'minimum': 4, 'maximum': 10}}], 'date': '2023-06-28T19:48:51.218200', 'order': 1687981731}}"
629,629,629,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-56.jpg,prompthero,3,1,2,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91106414794922, 'left': 130, 'top': 76, 'width': 37, 'height': 43, 'gender': {'gender': 'Female', 'confidence': 89.38311767578125}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.8666763305664, 'left': 381, 'top': 81, 'width': 31, 'height': 43, 'gender': {'gender': 'Male', 'confidence': 53.84355163574219}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.10625457763672, 'left': 48, 'top': 106, 'width': 32, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 58.675575256347656}, 'age': {'minimum': 7, 'maximum': 17}}], 'date': '2023-06-28T19:48:52.209335', 'order': 1687981732}}"
630,630,630,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-34.jpg,prompthero,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.96227264404297, 'left': 219, 'top': 86, 'width': 32, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.98029327392578}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.99383544921875, 'left': 109, 'top': 236, 'width': 29, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 98.34580993652344}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 97.13743591308594, 'left': 285, 'top': 103, 'width': 27, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 92.81547546386719}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:48:53.641230', 'order': 1687981733}}"
631,631,631,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-13.jpg,prompthero,3,2,1,1,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.99573516845703, 'left': 321, 'top': 12, 'width': 100, 'height': 131, 'gender': {'gender': 'Male', 'confidence': 99.94407653808594}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.98705291748047, 'left': 160, 'top': 38, 'width': 89, 'height': 116, 'gender': {'gender': 'Female', 'confidence': 99.96334838867188}, 'age': {'minimum': 12, 'maximum': 20}}, {'confidence': 99.94556427001953, 'left': 245, 'top': 200, 'width': 48, 'height': 70, 'gender': {'gender': 'Female', 'confidence': 99.97655487060547}, 'age': {'minimum': 2, 'maximum': 8}}], 'date': '2023-06-28T19:48:54.738444', 'order': 1687981734}}"
632,632,632,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-99.jpg,prompthero,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98617553710938, 'left': 126, 'top': 131, 'width': 31, 'height': 41, 'gender': {'gender': 'Male', 'confidence': 79.35931396484375}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.94461822509766, 'left': 264, 'top': 55, 'width': 32, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 99.9447021484375}, 'age': {'minimum': 24, 'maximum': 34}}], 'date': '2023-06-28T19:48:55.717805', 'order': 1687981735}}"
633,633,633,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-41.jpg,prompthero,4,3,1,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.96109008789062, 'left': 115, 'top': 256, 'width': 29, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 99.97027587890625}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.72740173339844, 'left': 370, 'top': 109, 'width': 29, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 95.00411987304688}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.92446899414062, 'left': 266, 'top': 285, 'width': 22, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.90225982666016}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 98.6549072265625, 'left': 463, 'top': 241, 'width': 24, 'height': 33, 'gender': {'gender': 'Male', 'confidence': 84.74114227294922}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:48:56.859606', 'order': 1687981736}}"
634,634,634,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-55.jpg,prompthero,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.87308502197266, 'left': 335, 'top': 166, 'width': 29, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 83.70529174804688}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.29781341552734, 'left': 203, 'top': 64, 'width': 28, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 59.221614837646484}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:48:57.731270', 'order': 1687981737}}"
635,635,635,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-64.jpg,prompthero,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.8865737915039, 'left': 312, 'top': 88, 'width': 36, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.90966033935547}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.97733306884766, 'left': 395, 'top': 308, 'width': 35, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 99.14115905761719}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.73844909667969, 'left': 172, 'top': 293, 'width': 31, 'height': 42, 'gender': {'gender': 'Male', 'confidence': 59.7313232421875}, 'age': {'minimum': 14, 'maximum': 22}}], 'date': '2023-06-28T19:48:58.871052', 'order': 1687981738}}"
636,636,636,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-78.jpg,prompthero,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.66754913330078, 'left': 275, 'top': 80, 'width': 38, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 81.00498962402344}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.80213928222656, 'left': 87, 'top': 49, 'width': 31, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 61.42125701904297}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.97322845458984, 'left': 194, 'top': 48, 'width': 35, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 99.44437408447266}, 'age': {'minimum': 16, 'maximum': 24}}], 'date': '2023-06-28T19:48:59.910160', 'order': 1687981739}}"
637,637,637,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-74.jpg,prompthero,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 91.77588653564453, 'left': 287, 'top': 64, 'width': 36, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 90.07618713378906}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.97040557861328, 'left': 427, 'top': 84, 'width': 33, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.64884185791016}, 'age': {'minimum': 18, 'maximum': 26}}, {'confidence': 99.95136260986328, 'left': 176, 'top': 162, 'width': 29, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 99.7889175415039}, 'age': {'minimum': 18, 'maximum': 26}}], 'date': '2023-06-28T19:49:00.862741', 'order': 1687981740}}"
638,638,638,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-15.jpg,prompthero,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.94557189941406, 'left': 344, 'top': 97, 'width': 28, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 97.84626770019531}, 'age': {'minimum': 25, 'maximum': 35}}], 'date': '2023-06-28T19:49:01.920874', 'order': 1687981741}}"
639,639,639,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-45.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95696258544922, 'left': 149, 'top': 109, 'width': 30, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 96.8497085571289}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.86302947998047, 'left': 312, 'top': 135, 'width': 26, 'height': 41, 'gender': {'gender': 'Female', 'confidence': 99.93782043457031}, 'age': {'minimum': 31, 'maximum': 41}}], 'date': '2023-06-28T19:49:03.034447', 'order': 1687981743}}"
640,640,640,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-1.jpg,prompthero,3,1,2,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.69554901123047, 'left': 124, 'top': 59, 'width': 36, 'height': 45, 'gender': {'gender': 'Male', 'confidence': 92.46551513671875}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 98.6895980834961, 'left': 223, 'top': 57, 'width': 31, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 64.43623352050781}, 'age': {'minimum': 33, 'maximum': 41}}, {'confidence': 98.64041900634766, 'left': 361, 'top': 81, 'width': 30, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 94.41716003417969}, 'age': {'minimum': 26, 'maximum': 36}}], 'date': '2023-06-28T19:49:04.082206', 'order': 1687981744}}"
641,641,641,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-52.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.8498306274414, 'left': 298, 'top': 151, 'width': 30, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.9931640625}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.95428466796875, 'left': 164, 'top': 195, 'width': 26, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 99.93138122558594}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:49:05.162780', 'order': 1687981745}}"
642,642,642,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-58.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.95516967773438, 'left': 250, 'top': 97, 'width': 36, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 99.78437805175781}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 97.96363067626953, 'left': 121, 'top': 323, 'width': 30, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 99.71122741699219}, 'age': {'minimum': 20, 'maximum': 28}}], 'date': '2023-06-28T19:49:06.111662', 'order': 1687981746}}"
643,643,643,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-46.jpg,prompthero,1,1,0,0,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.48174285888672, 'left': 383, 'top': 181, 'width': 20, 'height': 31, 'gender': {'gender': 'Female', 'confidence': 99.69959259033203}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:49:07.120307', 'order': 1687981747}}"
644,644,644,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-27.jpg,prompthero,2,2,0,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98101806640625, 'left': 312, 'top': 26, 'width': 38, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.99895477294922}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.95944213867188, 'left': 210, 'top': 105, 'width': 36, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 93.63677978515625}, 'age': {'minimum': 11, 'maximum': 19}}], 'date': '2023-06-28T19:49:08.011837', 'order': 1687981748}}"
645,645,645,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-73.jpg,prompthero,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.80473327636719, 'left': 365, 'top': 37, 'width': 32, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 69.56759643554688}, 'age': {'minimum': 14, 'maximum': 22}}, {'confidence': 99.73328399658203, 'left': 165, 'top': 102, 'width': 32, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 88.65221405029297}, 'age': {'minimum': 26, 'maximum': 36}}, {'confidence': 99.98139953613281, 'left': 268, 'top': 262, 'width': 29, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.99571228027344}, 'age': {'minimum': 27, 'maximum': 37}}], 'date': '2023-06-28T19:49:09.088354', 'order': 1687981749}}"
646,646,646,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-10.jpg,prompthero,2,0,2,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98829650878906, 'left': 251, 'top': 138, 'width': 31, 'height': 39, 'gender': {'gender': 'Male', 'confidence': 50.76200485229492}, 'age': {'minimum': 25, 'maximum': 35}}, {'confidence': 99.97798919677734, 'left': 111, 'top': 152, 'width': 29, 'height': 37, 'gender': {'gender': 'Male', 'confidence': 98.93492126464844}, 'age': {'minimum': 19, 'maximum': 27}}], 'date': '2023-06-28T19:49:10.014649', 'order': 1687981750}}"
647,647,647,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-60.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.87530517578125, 'left': 246, 'top': 64, 'width': 60, 'height': 63, 'gender': {'gender': 'Female', 'confidence': 59.09724426269531}, 'age': {'minimum': 20, 'maximum': 28}}, {'confidence': 99.93788146972656, 'left': 112, 'top': 60, 'width': 53, 'height': 59, 'gender': {'gender': 'Female', 'confidence': 86.10675048828125}, 'age': {'minimum': 12, 'maximum': 20}}], 'date': '2023-06-28T19:49:11.099374', 'order': 1687981751}}"
648,648,648,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-43.jpg,prompthero,5,5,0,0,5,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.78944396972656, 'left': 161, 'top': 227, 'width': 23, 'height': 40, 'gender': {'gender': 'Female', 'confidence': 97.43327331542969}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.83092498779297, 'left': 371, 'top': 77, 'width': 23, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 99.7389144897461}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.95068359375, 'left': 114, 'top': 148, 'width': 23, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 98.77999877929688}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.75055694580078, 'left': 289, 'top': 268, 'width': 20, 'height': 28, 'gender': {'gender': 'Female', 'confidence': 83.07007598876953}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 98.63426208496094, 'left': 462, 'top': 150, 'width': 19, 'height': 28, 'gender': {'gender': 'Female', 'confidence': 74.36360931396484}, 'age': {'minimum': 28, 'maximum': 38}}], 'date': '2023-06-28T19:49:12.276167', 'order': 1687981752}}"
649,649,649,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-20.jpg,prompthero,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.98518371582031, 'left': 280, 'top': 57, 'width': 63, 'height': 79, 'gender': {'gender': 'Female', 'confidence': 80.1392822265625}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.97483825683594, 'left': 204, 'top': 61, 'width': 58, 'height': 81, 'gender': {'gender': 'Female', 'confidence': 99.99017333984375}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.25846099853516, 'left': 367, 'top': 158, 'width': 60, 'height': 76, 'gender': {'gender': 'Female', 'confidence': 99.95344543457031}, 'age': {'minimum': 14, 'maximum': 22}}], 'date': '2023-06-28T19:49:13.449134', 'order': 1687981753}}"
650,650,650,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-63.jpg,prompthero,4,3,1,1,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.93693542480469, 'left': 208, 'top': 17, 'width': 41, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 97.20091247558594}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 97.95150756835938, 'left': 93, 'top': 182, 'width': 41, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 83.45217895507812}, 'age': {'minimum': 2, 'maximum': 10}}, {'confidence': 98.98702239990234, 'left': 289, 'top': 0, 'width': 35, 'height': 45, 'gender': {'gender': 'Male', 'confidence': 99.31024169921875}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.96759796142578, 'left': 173, 'top': 67, 'width': 29, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 97.93871307373047}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:49:14.677576', 'order': 1687981754}}"
651,651,651,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-11.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.91507720947266, 'left': 367, 'top': 56, 'width': 29, 'height': 39, 'gender': {'gender': 'Female', 'confidence': 99.88809967041016}, 'age': {'minimum': 24, 'maximum': 34}}, {'confidence': 99.51178741455078, 'left': 186, 'top': 56, 'width': 24, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 92.62633514404297}, 'age': {'minimum': 22, 'maximum': 30}}], 'date': '2023-06-28T19:49:15.623658', 'order': 1687981755}}"
652,652,652,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-4.jpg,prompthero,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 95.50221252441406, 'left': 369, 'top': 160, 'width': 23, 'height': 32, 'gender': {'gender': 'Male', 'confidence': 97.82254028320312}, 'age': {'minimum': 34, 'maximum': 42}}, {'confidence': 98.94418334960938, 'left': 261, 'top': 126, 'width': 21, 'height': 31, 'gender': {'gender': 'Female', 'confidence': 85.44168853759766}, 'age': {'minimum': 30, 'maximum': 40}}], 'date': '2023-06-28T19:49:16.659939', 'order': 1687981756}}"
653,653,653,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-83.jpg,prompthero,2,1,1,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.8795394897461, 'left': 293, 'top': 49, 'width': 36, 'height': 48, 'gender': {'gender': 'Female', 'confidence': 99.14542388916016}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.91913604736328, 'left': 203, 'top': 176, 'width': 27, 'height': 35, 'gender': {'gender': 'Male', 'confidence': 95.48922729492188}, 'age': {'minimum': 38, 'maximum': 46}}], 'date': '2023-06-28T19:49:17.702138', 'order': 1687981757}}"
654,654,654,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-24.jpg,prompthero,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.97322845458984, 'left': 125, 'top': 0, 'width': 42, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.65740203857422}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.9595718383789, 'left': 324, 'top': 75, 'width': 31, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 99.97899627685547}, 'age': {'minimum': 16, 'maximum': 24}}, {'confidence': 99.96633911132812, 'left': 287, 'top': 189, 'width': 31, 'height': 45, 'gender': {'gender': 'Male', 'confidence': 75.13005065917969}, 'age': {'minimum': 35, 'maximum': 43}}], 'date': '2023-06-28T19:49:18.845615', 'order': 1687981758}}"
655,655,655,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-95.jpg,prompthero,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.86475372314453, 'left': 320, 'top': 66, 'width': 26, 'height': 36, 'gender': {'gender': 'Male', 'confidence': 98.91679382324219}, 'age': {'minimum': 27, 'maximum': 37}}, {'confidence': 99.75731658935547, 'left': 72, 'top': 101, 'width': 24, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 90.94577026367188}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.43516540527344, 'left': 179, 'top': 79, 'width': 23, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 69.83866119384766}, 'age': {'minimum': 23, 'maximum': 31}}], 'date': '2023-06-28T19:49:19.973673', 'order': 1687981759}}"
656,656,656,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-44.jpg,prompthero,4,3,1,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.71741485595703, 'left': 286, 'top': 197, 'width': 30, 'height': 38, 'gender': {'gender': 'Male', 'confidence': 92.90599060058594}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.96350860595703, 'left': 428, 'top': 259, 'width': 30, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 96.751953125}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.8924789428711, 'left': 221, 'top': 109, 'width': 31, 'height': 32, 'gender': {'gender': 'Female', 'confidence': 77.81039428710938}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.70780944824219, 'left': 64, 'top': 269, 'width': 25, 'height': 28, 'gender': {'gender': 'Female', 'confidence': 99.75702667236328}, 'age': {'minimum': 29, 'maximum': 39}}], 'date': '2023-06-28T19:49:21.110385', 'order': 1687981761}}"
657,657,657,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-76.jpg,prompthero,3,2,1,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.6084213256836, 'left': 80, 'top': 76, 'width': 40, 'height': 55, 'gender': {'gender': 'Female', 'confidence': 99.99889373779297}, 'age': {'minimum': 18, 'maximum': 24}}, {'confidence': 99.96712493896484, 'left': 263, 'top': 34, 'width': 38, 'height': 51, 'gender': {'gender': 'Male', 'confidence': 98.1885757446289}, 'age': {'minimum': 23, 'maximum': 33}}, {'confidence': 99.83714294433594, 'left': 197, 'top': 263, 'width': 31, 'height': 45, 'gender': {'gender': 'Female', 'confidence': 99.94026947021484}, 'age': {'minimum': 39, 'maximum': 47}}], 'date': '2023-06-28T19:49:22.258013', 'order': 1687981762}}"
658,658,658,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-21.jpg,prompthero,3,3,0,0,3,0,"{'status': 200, 'data': {'detections': [{'confidence': 98.44882202148438, 'left': 320, 'top': 52, 'width': 39, 'height': 44, 'gender': {'gender': 'Female', 'confidence': 90.3924331665039}, 'age': {'minimum': 22, 'maximum': 30}}, {'confidence': 99.83861541748047, 'left': 198, 'top': 137, 'width': 27, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 99.97681427001953}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.97530364990234, 'left': 244, 'top': 205, 'width': 25, 'height': 34, 'gender': {'gender': 'Female', 'confidence': 99.88089752197266}, 'age': {'minimum': 41, 'maximum': 49}}], 'date': '2023-06-28T19:49:23.425788', 'order': 1687981763}}"
659,659,659,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-40.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.77438354492188, 'left': 358, 'top': 35, 'width': 34, 'height': 46, 'gender': {'gender': 'Female', 'confidence': 81.8778076171875}, 'age': {'minimum': 38, 'maximum': 46}}, {'confidence': 99.99705505371094, 'left': 237, 'top': 219, 'width': 35, 'height': 35, 'gender': {'gender': 'Female', 'confidence': 98.03895568847656}, 'age': {'minimum': 16, 'maximum': 22}}], 'date': '2023-06-28T19:49:24.632258', 'order': 1687981764}}"
660,660,660,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-79.jpg,prompthero,2,1,1,1,1,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.92228698730469, 'left': 207, 'top': 129, 'width': 35, 'height': 47, 'gender': {'gender': 'Female', 'confidence': 59.6315803527832}, 'age': {'minimum': 10, 'maximum': 18}}, {'confidence': 99.9830093383789, 'left': 287, 'top': 195, 'width': 25, 'height': 40, 'gender': {'gender': 'Male', 'confidence': 98.06932830810547}, 'age': {'minimum': 23, 'maximum': 33}}], 'date': '2023-06-28T19:49:25.543175', 'order': 1687981765}}"
661,661,661,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-62.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.9419937133789, 'left': 249, 'top': 125, 'width': 37, 'height': 49, 'gender': {'gender': 'Female', 'confidence': 99.46339416503906}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.61922454833984, 'left': 121, 'top': 201, 'width': 22, 'height': 33, 'gender': {'gender': 'Female', 'confidence': 67.39954376220703}, 'age': {'minimum': 29, 'maximum': 39}}], 'date': '2023-06-28T19:49:27.687730', 'order': 1687981767}}"
662,662,662,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-22.jpg,prompthero,4,4,0,0,4,0,"{'status': 200, 'data': {'detections': [{'confidence': 97.75928497314453, 'left': 117, 'top': 38, 'width': 27, 'height': 36, 'gender': {'gender': 'Female', 'confidence': 99.37337493896484}, 'age': {'minimum': 23, 'maximum': 31}}, {'confidence': 99.9694595336914, 'left': 367, 'top': 98, 'width': 25, 'height': 38, 'gender': {'gender': 'Female', 'confidence': 99.94893646240234}, 'age': {'minimum': 13, 'maximum': 21}}, {'confidence': 99.71587371826172, 'left': 213, 'top': 233, 'width': 19, 'height': 34, 'gender': {'gender': 'Female', 'confidence': 99.13681030273438}, 'age': {'minimum': 19, 'maximum': 27}}, {'confidence': 99.13600158691406, 'left': 288, 'top': 311, 'width': 21, 'height': 29, 'gender': {'gender': 'Female', 'confidence': 78.72525024414062}, 'age': {'minimum': 34, 'maximum': 42}}], 'date': '2023-06-28T19:49:28.961532', 'order': 1687981768}}"
663,663,663,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-28.jpg,prompthero,0,0,0,0,0,0,"{'status': 200, 'data': {'detections': [], 'date': '2023-06-28T19:49:29.828604', 'order': 1687981769}}"
664,664,664,https://ik.imagekit.io/seeingthewords/data/prompthero/prompt_4/SD-HERO-P4-54.jpg,prompthero,2,2,0,0,2,0,"{'status': 200, 'data': {'detections': [{'confidence': 99.88038635253906, 'left': 342, 'top': 106, 'width': 35, 'height': 54, 'gender': {'gender': 'Female', 'confidence': 93.55198669433594}, 'age': {'minimum': 21, 'maximum': 29}}, {'confidence': 99.21394348144531, 'left': 135, 'top': 129, 'width': 28, 'height': 42, 'gender': {'gender': 'Female', 'confidence': 58.08784484863281}, 'age': {'minimum': 41, 'maximum': 49}}], 'date': '2023-06-28T19:49:30.813468', 'order': 1687981770}}"
